ean;ubicación;articulo;color;talla;posiciontalla;descripcion producto;descripcion color;temporada;;no.orden;cliente;nombre cliente;cantidad;servida;operario;status;fecha;hora;caja
8445962729369;03-030;2621BI40;000046;UNI;1;PENDIENTES LARGOS;ORO / GOLD;V26;;1111087092;00000045;K45 - SEVILLA;1;1;000056;S;20251216;11:40;CJ000304474
8445962821351;18-001;2617ML24;000006;XXL;5;CAMISETA MANGA LARGA;AZUL / BLUE;V26;;1111087092;00000045;K45 - SEVILLA;2;2;000056;S;20251216;09:14;CJ000304465
8445962728405;11-044;2614PT14;000300;42;8;JEANS REGULAR FIT;AZUL CL / LIGHT BLUE;V26;;1111087092;00000045;K45 - SEVILLA;3;3;000056;S;20251216;13:33;CJ000304479
8445962741927;15-002;2617PT12;000301;32;3;JEANS CARGO;AZUL MED / MEDIUM BL;V26;;1111087092;00000045;K45 - SEVILLA;2;0;000056;D;20251216;12:48;CJ000304455
8445962813091;19-017;2620ML46;000003;XXL;5;CAMISETA MANGA LARGA BASICA;BLACK;V26;;1111087092;00000045;K45 - SEVILLA;2;2;000056;S;20251216;12:02;CJ000304451
8445962809073;19-015;2620PL44;000030;M;2;POLO MANGA LARGA;CRUDO / OFF-WHITE;V26;;1111087092;00000045;K45 - SEVILLA;1;1;000056;S;20251216;09:13;CJ000304462
8445962870833;03-044;2623HA29;000030;UNI;1;COMPLEMENTO UNISEX GORRA;CRUDO / OFF-WHITE;V26;;1111087092;00000045;K45 - SEVILLA;3;3;000056;S;20251216;11:05;CJ000304467
8445962795432;15-049;2618SU09;000003;L;3;SUDADERA HIGH NECK;BLACK;V26;;1111087092;00000045;K45 - SEVILLA;2;2;000056;S;20251216;13:02;CJ000304499
8445962934736;13-005;2614TR19;000015;M;2;CARDIGAN PUNTO;ROJO / RED;V26;;1111087093;00000046;K46 - BILBAO;3;3;000057;S;20251216;08:26;CJ000304500
8445962781463;09-020;2616ML35;000006;XXL;5;CAMISETA MANGA LARGA;AZUL / BLUE;V26;;1111087093;00000046;K46 - BILBAO;2;2;000057;S;20251216;17:48;CJ000304463
8445962882517;15-049;2618PL50;000039;L;3;POLO BORDADO;NAVY;V26;;1111087093;00000046;K46 - BILBAO;2;2;000057;S;20251216;17:21;CJ000304485
8445962820937;09-022;2620PL48;000003;L;3;POLO BORDADO;BLACK;V26;;1111087093;00000046;K46 - BILBAO;1;0;000057;D;20251216;11:46;CJ000304497
8445962703951;12-057;2623PT50;000306;34;4;JEANS CARGO;BLACK DENIM;V26;;1111087093;00000046;K46 - BILBAO;3;3;000057;S;20251216;15:24;CJ000304485
8445962888592;04-007;2611HA16;000039;UNI;1;GORRA UNISEX;NAVY;V26;;1111087093;00000046;K46 - BILBAO;2;2;000057;S;20251216;15:24;CJ000304498
8445962767538;07-024;2620ML18;000006;XXL;5;POLO MANGA LARGA;AZUL / BLUE;V26;;1111087093;00000046;K46 - BILBAO;3;3;000057;S;20251216;14:44;CJ000304477
8445962862702;16-058;2612ML46;000039;XXL;5;POLO MANGA LARGA;NAVY;V26;;1111087093;00000046;K46 - BILBAO;1;1;000057;S;20251216;14:34;CJ000304462
8445962869683;11-036;2623ML11;000006;M;2;CAMISETA MANGA LARGA BASICA;AZUL / BLUE;V26;;1111087093;00000046;K46 - BILBAO;1;0;000057;D;20251216;09:51;CJ000304498
8445962797751;13-006;2618ML17;000003;M;2;POLO MANGA LARGA;BLACK;V26;;1111087093;00000046;K46 - BILBAO;1;1;000057;S;20251216;16:52;CJ000304476
8445962803496;03-012;2617HA48;000003;UNI;1;CAP BASIC;BLACK;V26;;1111087093;00000046;K46 - BILBAO;1;1;000057;S;20251216;15:55;CJ000304473
8445962849685;13-029;2623PT42;000306;30;2;JEANS CARGO;BLACK DENIM;V26;;1111087093;00000046;K46 - BILBAO;3;3;000057;S;20251216;12:18;CJ000304470
8445962871332;18-035;2616ML31;000006;XXL;5;CAMISETA MANGA LARGA;AZUL / BLUE;V26;;1111087093;00000046;K46 - BILBAO;3;3;000057;S;20251216;15:25;CJ000304457
8445962895263;15-022;2613PT24;000301;30;2;JEANS CARGO;AZUL MED / MEDIUM BL;V26;;1111087093;00000046;K46 - BILBAO;2;2;000057;S;20251216;09:43;CJ000304489
8445962758579;15-025;2612HA40;000003;UNI;1;CAP BASIC;BLACK;V26;;1111087093;00000046;K46 - BILBAO;1;0;000057;D;20251216;12:57;CJ000304471
8445962784339;15-019;2613SU35;000003;XXL;5;SUDADERA OVERSIZE;BLACK;V26;;1111087094;00000047;K47 - ZARAGOZA;1;1;000058;S;20251216;17:55;CJ000304469
8445962791719;14-014;2619JA06;000014;XXL;5;CAZADORA ACOLCHADA;KAKI / KHAKI;V26;;1111087094;00000047;K47 - ZARAGOZA;2;2;000058;S;20251216;09:05;CJ000304467
8445962728170;12-032;2622ML11;000039;M;2;CAMISETA MANGA LARGA;NAVY;V26;;1111087094;00000047;K47 - ZARAGOZA;3;3;000058;S;20251216;16:25;CJ000304482
8445962974901;15-025;2623BI11;000047;UNI;1;COLLAR COLGANTE;PLATA / SILVER;V26;;1111087094;00000047;K47 - ZARAGOZA;1;1;000058;S;20251216;10:47;CJ000304454
8445962944795;01-029;2623PL34;000003;M;2;POLO BASICO;BLACK;V26;;1111087094;00000047;K47 - ZARAGOZA;1;1;000058;S;20251216;11:40;CJ000304455
8445962873520;12-049;2613PL35;000003;M;2;POLO BORDADO;BLACK;V26;;1111087094;00000047;K47 - ZARAGOZA;1;1;000058;S;20251216;13:30;CJ000304470
8445962936668;20-002;2615PL14;000039;XL;4;POLO BORDADO;NAVY;V26;;1111087094;00000047;K47 - ZARAGOZA;3;3;000058;S;20251216;11:15;CJ000304466
8445962732526;01-024;2616SU27;000003;S;1;SUDADERA CREWNECK;BLACK;V26;;1111087094;00000047;K47 - ZARAGOZA;1;1;000058;S;20251216;09:00;CJ000304489
8445962732279;02-001;2623BI38;000047;UNI;1;COLLAR COLGANTE;PLATA / SILVER;V26;;1111087094;00000047;K47 - ZARAGOZA;1;1;000058;S;20251216;14:41;CJ000304457
8445962725139;01-001;2622HA23;000003;UNI;1;COMPLEMENTO UNISEX GORRA;BLACK;V26;;1111087094;00000047;K47 - ZARAGOZA;3;3;000058;S;20251216;12:04;CJ000304496
8445962732673;14-006;2618JA42;000039;S;1;CAZADORA EFECTO PIEL;NAVY;V26;;1111087094;00000047;K47 - ZARAGOZA;3;2;000058;D;20251216;10:26;CJ000304485
8445962716696;05-027;2615PT12;000300;42;8;JEANS SLIM FIT;AZUL CL / LIGHT BLUE;V26;;1111087094;00000047;K47 - ZARAGOZA;3;3;000058;S;20251216;16:50;CJ000304498
8445962751000;15-044;2623PT49;000300;28;1;JEANS SLIM FIT;AZUL CL / LIGHT BLUE;V26;;1111087094;00000047;K47 - ZARAGOZA;3;3;000058;S;20251216;16:31;CJ000304466
8445962816096;14-049;2613VS24;000003;L;3;VESTIDO MIDI;BLACK;V26;;1111087094;00000047;K47 - ZARAGOZA;1;1;000058;S;20251216;14:10;CJ000304450
8445962904707;05-016;2612PT28;000306;36;5;JEANS REGULAR FIT;BLACK DENIM;V26;;1111087094;00000047;K47 - ZARAGOZA;2;2;000058;S;20251216;17:20;CJ000304472
8445962932632;07-030;2618SU50;000073;S;1;SUDADERA HIGH NECK;PETROLEO / DARK GREEN;V26;;1111087095;00000048;K48 - MALAGA;1;1;000059;S;20251217;08:22;CJ000304461
8445962972630;20-028;2613PT04;000300;34;4;JEANS SLIM FIT;AZUL CL / LIGHT BLUE;V26;;1111087095;00000048;K48 - MALAGA;2;2;000059;S;20251217;11:50;CJ000304473
8445962706357;09-021;2617ML38;000030;M;2;CAMISETA MANGA LARGA BASICA;CRUDO / OFF-WHITE;V26;;1111087095;00000048;K48 - MALAGA;1;1;000059;S;20251217;14:09;CJ000304461
8445962986767;03-043;2612PL44;000006;L;3;POLO BORDADO;AZUL / BLUE;V26;;1111087095;00000048;K48 - MALAGA;2;2;000059;S;20251217;10:44;CJ000304498
8445962973008;10-011;2613HA22;000039;UNI;1;CAP BASIC;NAVY;V26;;1111087095;00000048;K48 - MALAGA;2;2;000059;S;20251217;08:55;CJ000304494
8445962857572;08-056;2613JA45;000014;S;1;CHAQUETA ACOLCHADA CAPUCHA;KAKI / KHAKI;V26;;1111087095;00000048;K48 - MALAGA;3;2;000059;D;20251217;12:06;CJ000304497
8445962818972;05-042;2615SU23;000030;XL;4;SUDADERA ZIP;CRUDO / OFF-WHITE;V26;;1111087095;00000048;K48 - MALAGA;2;2;000059;S;20251217;08:23;CJ000304451
8445962827203;06-008;2616BI25;000047;UNI;1;COLLAR COLGANTE;PLATA / SILVER;V26;;1111087095;00000048;K48 - MALAGA;3;3;000059;S;20251217;15:18;CJ000304487
8445962778968;08-010;2615ML31;000039;L;3;POLO MANGA LARGA;NAVY;V26;;1111087095;00000048;K48 - MALAGA;2;2;000059;S;20251217;09:20;CJ000304452
8445962769556;02-052;2618BI31;000046;UNI;1;PULSERA;ORO / GOLD;V26;;1111087095;00000048;K48 - MALAGA;1;1;000059;S;20251217;08:18;CJ000304486
8445962710817;16-013;2617HA43;000030;UNI;1;CAP BASIC;CRUDO / OFF-WHITE;V26;;1111087095;00000048;K48 - MALAGA;1;1;000059;S;20251217;08:48;CJ000304473
8445962949962;13-030;2620SU18;000015;M;2;SUDADERA CAPUCHA;ROJO / RED;V26;;1111087095;00000048;K48 - MALAGA;1;1;000059;S;20251217;16:26;CJ000304462
8445962910442;18-037;2621ML08;000039;XXL;5;POLO MANGA LARGA;NAVY;V26;;1111087095;00000048;K48 - MALAGA;2;2;000059;S;20251217;11:42;CJ000304481
8445962861480;08-041;2614BI15;000047;UNI;1;PULSERA;PLATA / SILVER;V26;;1111087095;00000048;K48 - MALAGA;3;1;000059;D;20251217;13:44;CJ000304462
8445962993722;06-059;2617SU30;000015;S;1;SUDADERA OVERSIZE;ROJO / RED;V26;;1111087095;00000048;K48 - MALAGA;3;1;000059;D;20251217;11:28;CJ000304476
8445962870829;01-033;2612TR30;000039;M;2;JERSEY JACQUARD;NAVY;V26;;1111087096;00000049;K49 - MURCIA;3;3;000060;S;20251217;16:10;CJ000304481
8445962875976;15-043;2617ML16;000030;M;2;CAMISETA MANGA LARGA BASICA;CRUDO / OFF-WHITE;V26;;1111087096;00000049;K49 - MURCIA;1;1;000060;S;20251217;14:03;CJ000304472
8445962859678;07-044;2615HA22;000039;UNI;1;COMPLEMENTO UNISEX GORRA;NAVY;V26;;1111087096;00000049;K49 - MURCIA;3;0;000060;D;20251217;14:48;CJ000304478
8445962954520;20-029;2618TR49;000039;XL;4;JERSEY RAYAS;NAVY;V26;;1111087096;00000049;K49 - MURCIA;2;2;000060;S;20251217;13:41;CJ000304492
8445962821685;11-022;2618PT15;000306;36;5;JEANS WIDE LEG;BLACK DENIM;V26;;1111087096;00000049;K49 - MURCIA;3;3;000060;S;20251217;17:46;CJ000304497
8445962951440;01-013;2620PL37;000003;L;3;POLO BORDADO;BLACK;V26;;1111087096;00000049;K49 - MURCIA;1;1;000060;S;20251217;11:56;CJ000304450
8445962808941;06-011;2614HA42;000039;UNI;1;COMPLEMENTO UNISEX GORRA;NAVY;V26;;1111087096;00000049;K49 - MURCIA;2;2;000060;S;20251217;08:00;CJ000304451
8445962846893;13-034;2615BI40;000047;UNI;1;ANILLO;PLATA / SILVER;V26;;1111087096;00000049;K49 - MURCIA;2;2;000060;S;20251217;09:27;CJ000304462
8445962761089;20-039;2614TR10;000003;XL;4;CARDIGAN PUNTO;BLACK;V26;;1111087096;00000049;K49 - MURCIA;2;2;000060;S;20251217;15:39;CJ000304471
8445962933352;18-045;2618BI12;000047;UNI;1;COLLAR COLGANTE;PLATA / SILVER;V26;;1111087096;00000049;K49 - MURCIA;2;2;000060;S;20251217;14:52;CJ000304498
8445962713889;14-002;2613SU12;000003;S;1;SUDADERA HIGH NECK;BLACK;V26;;1111087096;00000049;K49 - MURCIA;2;2;000060;S;20251217;12:27;CJ000304495
8445962821355;16-002;2614JA32;000019;S;1;CAZADORA EFECTO PIEL;MARRON / BROWN;V26;;1111087096;00000049;K49 - MURCIA;3;3;000060;S;20251217;13:13;CJ000304495
8445962828555;10-037;2617TR12;000003;L;3;JERSEY RAYAS;BLACK;V26;;1111087096;00000049;K49 - MURCIA;1;1;000060;S;20251217;13:00;CJ000304469
8445962986931;07-034;2619PT41;000300;42;8;JEANS BOYFRIEND;AZUL CL / LIGHT BLUE;V26;;1111087096;00000049;K49 - MURCIA;2;0;000060;D;20251217;14:31;CJ000304460
8445962877622;13-002;2611SU41;000039;XL;4;SUDADERA ZIP;NAVY;V26;;1111087096;00000049;K49 - MURCIA;2;2;000060;S;20251217;11:16;CJ000304464
8445962913249;19-006;2621JA01;000019;XXL;5;CAZADORA EFECTO PIEL;MARRON / BROWN;V26;;1111087097;00000050;K50 - ALICANTE;2;2;000061;S;20251217;16:33;CJ000304470
8445962811359;18-037;2619JA50;000003;M;2;CHAQUETA ACOLCHADA CAPUCHA;BLACK;V26;;1111087097;00000050;K50 - ALICANTE;2;2;000061;S;20251217;11:27;CJ000304496
8445962900522;18-060;2616SU08;000073;M;2;SUDADERA ZIP;PETROLEO / DARK GREEN;V26;;1111087097;00000050;K50 - ALICANTE;1;1;000061;S;20251217;10:46;CJ000304488
8445962917796;07-029;2623SU14;000073;S;1;SUDADERA ZIP;PETROLEO / DARK GREEN;V26;;1111087097;00000050;K50 - ALICANTE;2;2;000061;S;20251217;16:08;CJ000304460
8445962919065;05-039;2621PL14;000039;L;3;POLO BORDADO;NAVY;V26;;1111087097;00000050;K50 - ALICANTE;2;2;000061;S;20251217;14:39;CJ000304452
8445962969451;20-001;2615ML44;000006;L;3;CAMISETA MANGA LARGA BASICA;AZUL / BLUE;V26;;1111087097;00000050;K50 - ALICANTE;3;3;000061;S;20251217;11:00;CJ000304495
8445962822324;08-003;2611VS08;000039;L;3;VESTIDO LARGO;NAVY;V26;;1111087097;00000050;K50 - ALICANTE;1;1;000061;S;20251217;12:30;CJ000304469
8445962918110;07-022;2616HA48;000030;UNI;1;CAP BASIC;CRUDO / OFF-WHITE;V26;;1111087097;00000050;K50 - ALICANTE;1;1;000061;S;20251217;11:25;CJ000304499
8445962864583;20-049;2615PL36;000030;XL;4;POLO MANGA LARGA;CRUDO / OFF-WHITE;V26;;1111087097;00000050;K50 - ALICANTE;3;3;000061;S;20251217;10:36;CJ000304461
8445962908291;02-038;2616JA41;000003;XXL;5;CHAQUETA DENIM;BLACK;V26;;1111087097;00000050;K50 - ALICANTE;2;2;000061;S;20251217;08:13;CJ000304456
8445962844695;02-003;2616TR44;000015;L;3;JERSEY CUELLO ALTO;ROJO / RED;V26;;1111087097;00000050;K50 - ALICANTE;2;2;000061;S;20251217;17:40;CJ000304469
8445962765638;09-023;2623VS34;000010;XL;4;VESTIDO CAMISERO;VERDE / GREEN;V26;;1111087097;00000050;K50 - ALICANTE;3;3;000061;S;20251217;11:31;CJ000304460
8445962903813;15-059;2615PT01;000301;32;3;JEANS CARGO;AZUL MED / MEDIUM BL;V26;;1111087097;00000050;K50 - ALICANTE;1;1;000061;S;20251217;12:47;CJ000304453
8445962856246;13-047;2622TR42;000030;M;2;JERSEY PUNTO;CRUDO / OFF-WHITE;V26;;1111087097;00000050;K50 - ALICANTE;2;2;000061;S;20251217;08:39;CJ000304460
8445962707967;19-001;2612PL50;000039;S;1;POLO MANGA LARGA;NAVY;V26;;1111087097;00000050;K50 - ALICANTE;3;3;000061;S;20251217;13:12;CJ000304484
8445962926210;16-020;2623PT06;000306;42;8;JEANS SKINNY;BLACK DENIM;V26;;1111087098;00000051;K51 - CORDOBA;1;1;000062;S;20251217;12:05;CJ000304456
8445962925542;17-052;2612PL48;000003;L;3;POLO BORDADO;BLACK;V26;;1111087098;00000051;K51 - CORDOBA;1;1;000062;S;20251217;10:38;CJ000304450
8445962711570;16-016;2623PT39;000301;36;5;JEANS SKINNY;AZUL MED / MEDIUM BL;V26;;1111087098;00000051;K51 - CORDOBA;3;3;000062;S;20251217;11:36;CJ000304468
8445962705230;06-011;2614SU34;000015;L;3;SUDADERA OVERSIZE;ROJO / RED;V26;;1111087098;00000051;K51 - CORDOBA;3;3;000062;S;20251217;09:09;CJ000304492
8445962716145;06-040;2614PT26;000302;38;6;JEANS SLIM FIT;AZUL OSC / DARK BLUE;V26;;1111087098;00000051;K51 - CORDOBA;2;2;000062;S;20251217;08:33;CJ000304469
8445962919526;02-026;2611ML03;000030;M;2;CAMISETA MANGA LARGA;CRUDO / OFF-WHITE;V26;;1111087098;00000051;K51 - CORDOBA;1;1;000062;S;20251217;17:35;CJ000304493
8445962974440;12-004;2620BI40;000047;UNI;1;ANILLO;PLATA / SILVER;V26;;1111087098;00000051;K51 - CORDOBA;2;2;000062;S;20251217;08:43;CJ000304487
8445962783025;15-009;2611PT01;000302;38;6;JEANS SLIM FIT;AZUL OSC / DARK BLUE;V26;;1111087098;00000051;K51 - CORDOBA;1;1;000062;S;20251217;12:20;CJ000304497
8445962931218;11-055;2616PL15;000006;XL;4;POLO BASICO;AZUL / BLUE;V26;;1111087098;00000051;K51 - CORDOBA;2;2;000062;S;20251217;12:36;CJ000304470
8445962841046;19-020;2615ML21;000006;XL;4;CAMISETA MANGA LARGA;AZUL / BLUE;V26;;1111087098;00000051;K51 - CORDOBA;2;2;000062;S;20251217;09:17;CJ000304459
8445962968401;17-045;2616PL17;000030;L;3;POLO MANGA LARGA;CRUDO / OFF-WHITE;V26;;1111087098;00000051;K51 - CORDOBA;2;2;000062;S;20251217;10:55;CJ000304490
8445962888221;16-015;2622PL10;000003;L;3;POLO MANGA LARGA;BLACK;V26;;1111087098;00000051;K51 - CORDOBA;3;3;000062;S;20251217;10:27;CJ000304491
8445962775797;06-052;2615VS50;000010;M;2;VESTIDO CAMISERO;VERDE / GREEN;V26;;1111087098;00000051;K51 - CORDOBA;1;1;000062;S;20251217;12:29;CJ000304494
8445962984367;17-026;2615VS21;000039;L;3;VESTIDO CAMISERO;NAVY;V26;;1111087098;00000051;K51 - CORDOBA;1;0;000062;D;20251217;09:44;CJ000304470
8445962762629;10-012;2617SU35;000003;S;1;SUDADERA CREWNECK;BLACK;V26;;1111087098;00000051;K51 - CORDOBA;1;1;000062;S;20251217;12:08;CJ000304489
